TeamId	PlayerId	IsCurrentPlayer	GameStarted	SubOn	SubOff	Yellow	SecondYellow	Red	Goals	Assists	TotalPasses	AccuratePasses	AerialWon	AerialLost	Rating	ManOfTheMatch	TotalTackles	Interceptions	Fouls	OffsidesWon	TotalClearances	WasDribbled	TotalShots	ShotsOnTarget	ShotsBlocked	OwnGoals	KeyPasses	Dribbles	WasFouled	Offsides	Dispossesed	Turnovers	TotalCrosses	AccurateCrosses	TotalLongBalls	AccurateLongBalls	TotalThroughBalls	AccurateThroughBalls	RegionCode	TeamRegionCode	TeamName	PositionText	PlayedPositionsRaw	Height	Weight	FirstName	LastName	KnownName	WSName	DateOfBirth	Ranking	PositionShort	PositionLong	Name	Age
1235	285541	FALSE	4	0	1	0	0	0	0	0	158	122	16	9	6.895	0	10	11	7	1	27	1	0	0	6	0	1	1	4	0	2	6	2	0	24	6	0	0	br	br	Atletico MG	Defender	-DC-DL-	186	75	Jose Carlos	Ferreira Junior	Juninho	NA	1995-01-31	12	D(CL)	Defender (Centre, Left)	Juninho	24
1235	18265	TRUE	32	0	1	6	1	1	4	1	1813	1537	73	44	6.873750000000002	1	49	41	43	10	62	18	16	6	12	0	34	9	47	5	7	23	80	16	114	42	1	1	br	br	Atletico MG	Defender	-DL-	176	72	Fábio	Santos Romeu	Fábio Santos	Fábio Santos	1985-09-15	13	D(L)	Defender (Left)	Fábio Santos	33
1235	339875	FALSE	9	2	1	2	0	0	1	0	398	327	23	17	6.871818181818181	0	23	22	12	6	44	3	5	2	3	0	2	4	4	0	3	8	0	0	61	21	0	0	br	br	Atletico MG	Defender	-DC-	188	80	Gleison Bremer	Silva Nascimento	Bremer	NA	1997-03-17	14	D(C)	Defender (Centre)	Bremer	22
1235	146672	TRUE	12	3	1	3	0	0	0	0	602	524	17	17	6.816666666666666	0	40	20	19	2	15	13	11	2	8	0	2	9	16	0	6	6	1	1	61	35	0	0	br	br	Atletico MG	Midfielder	-DMC-DR-	177	74	José Welison	da Silva	José Welison	NA	1995-03-10	15	D(R),DMC	Defender (Right) / Defensive Midfielder (C)	José Welison	24
1235	78505	TRUE	16	2	0	4	0	0	0	1	846	681	23	22	6.812777777777777	1	28	36	39	3	57	15	3	0	2	0	20	8	11	5	13	21	51	9	89	24	0	0	br	br	Atletico MG	Defender	-DL-DR-MR-	172	71	Patric	Cabral Lalau	Patric	NA	1989-03-24	16	D(LR),M(R)	Defender (Left, Right) / Midfielder (Right)	Patric	30
1235	40667	TRUE	38	0	0	3	0	0	0	0	777	510	24	1	6.798684210526315	4	0	3	0	0	44	1	0	0	0	1	2	0	6	0	0	1	0	0	483	220	0	0	br	br	Atletico MG	Goalkeeper	-GK-	193	84	Victor Leandro	Bagy	Victor	NA	1983-01-20	17	GK	Goalkeeper	Victor	36
1235	74494	TRUE	24	9	10	10	0	0	5	4	1342	1193	7	16	6.732121212121213	0	49	22	37	0	16	29	34	10	3	0	28	23	34	6	20	26	17	4	76	50	4	2	br	br	Atletico MG	Midfielder	-MC-MR-	173	65	Elías	Mendes Trindade	Elías	Elias	1985-05-15	18	M(CR)	Midfielder (Centre, Right)	Elias	34
1235	149772	FALSE	19	2	1	1	0	0	0	0	923	838	51	46	6.726190476190476	0	24	27	16	11	109	16	11	4	19	1	2	0	21	0	1	4	0	0	127	77	0	0	br	br	Atletico MG	Defender	-DC-	181	80	Gabriel	Costa França	Gabriel	NA	1995-03-13	19	D(C)	Defender (Centre)	Gabriel	24
1235	316885	FALSE	8	9	6	1	0	0	3	2	389	331	0	2	6.711764705882352	0	14	8	6	0	2	9	20	7	0	0	11	18	6	0	15	21	42	12	12	5	0	0	ar	br	Atletico MG	Midfielder	-AMC-	175	70	Tomás	Andrade	NA	NA	1996-11-15	20	AM(C)	Attacking Midfielder (Centre)	Tomás Andrade	22
1235	283385	TRUE	12	11	11	6	0	1	1	1	739	639	19	21	6.646521739130435	1	35	29	26	1	16	19	15	4	1	0	12	6	30	1	10	17	23	5	74	51	4	2	br	br	Atletico MG	Midfielder	-MC-	178	73	Matheus	Galdezani	Matheus Galdezani	NA	1992-03-12	21	M(C)	Midfielder (Centre)	Matheus Galdezani	27
1235	358676	TRUE	3	1	2	1	0	0	0	0	89	70	2	4	6.5725	0	8	5	6	1	9	5	1	0	0	0	1	2	0	0	1	2	9	2	18	11	0	0	br	br	Atletico MG	Defender	NA	0	0	Carlos Gabriel	Moreira de Oliviera	Hulk	NA	1999-04-29	22	Defender	Defender	Hulk	20
1235	142410	TRUE	4	3	4	0	0	0	0	0	156	129	2	4	6.352857142857142	0	7	6	2	0	2	3	12	0	0	0	3	3	0	0	3	6	13	3	12	4	0	0	br	br	Atletico MG	Midfielder	-AMC-AML-	178	71	Nathan Allan	de Souza	Nathan	NA	1996-03-12	23	AM(CL)	Attacking Midfielder (Centre, Left)	Nathan	23
1235	132155	TRUE	0	7	0	0	0	1	0	0	96	85	3	3	6.3428571428571425	0	14	3	3	0	1	4	5	1	1	0	2	2	5	0	2	1	3	1	11	6	0	0	br	br	Atletico MG	Midfielder	-DL-DMC-	178	72	Lucas	Candido Silva	Lucas Candido		1993-12-24	24	D(L),DMC	Defender (Left) / Defensive Midfielder (C)	Lucas Candido	25
1235	360050	TRUE	3	16	2	2	0	0	1	1	222	167	11	15	6.329473684210526	0	14	0	26	0	6	14	20	7	0	0	13	6	11	0	11	17	31	8	19	11	1	1	uy	br	Atletico MG	Midfielder	NA	176	73	David	Terans	NA	NA	1994-08-10	25	Midfielder	Midfielder	David Terans	24
1235	132843	FALSE	0	2	0	1	0	0	0	0	64	57	2	2	6.255	0	2	1	3	0	0	0	1	0	0	0	2	0	0	0	1	1	3	2	3	1	0	0	br	br	Atletico MG	Midfielder	-DMC-	180	80	Yago Henrique	Severino dos Santos	Yago	NA	1995-07-06	26	DMC	Defensive Midfielder (C)	Yago	23
1235	131384	FALSE	1	7	0	2	0	0	0	0	48	38	7	13	6.154999999999999	0	2	1	2	0	1	0	6	0	0	0	3	5	3	2	4	6	0	0	0	0	0	0	br	br	Atletico MG	Forward	-AML-FW-	187	72	Denilson	Pereira Junior	Denilson	NA	1995-07-17	27	AM(L),FW	Attacking Midfielder (Left) / Forward	Denilson	23
1235	358510	TRUE	0	5	0	1	0	0	0	0	76	64	0	3	6.145999999999999	0	1	0	2	0	2	4	6	1	0	0	0	4	3	0	3	0	4	0	0	0	0	0	br	br	Atletico MG	Midfielder	NA	0	0	Bruno Roberto	Pereira da Silva	Bruno Roberto	NA	2000-04-26	28	Midfielder	Midfielder	Bruno Roberto	19
1235	360049	FALSE	1	5	1	0	0	0	0	0	36	25	1	0	6.1433333333333335	0	1	1	1	0	1	0	1	0	0	0	0	3	4	0	3	2	4	0	1	1	0	0	NA	br	Atletico MG	Midfielder	NA	158	60	Francisco Edson	Moreira da Silva	Edinho	NA	1994-12-31	29	Midfielder	Midfielder	Edinho	24
1235	283543	TRUE	0	3	0	0	0	0	0	0	29	24	0	2	6.123333333333334	0	0	0	0	0	2	4	3	1	0	0	2	2	3	0	3	3	6	0	0	0	0	0	br	br	Atletico MG	Midfielder	NA	174	66	Leandro Henrique	do Nascimento	Leandrinho	NA	1998-10-10	30	Midfielder	Midfielder	Leandrinho	20
1235	355714	TRUE	2	6	2	0	0	0	0	0	31	22	4	9	6.10125	0	4	0	4	0	3	5	3	0	0	0	1	0	3	0	6	2	1	0	3	0	0	0	br	br	Atletico MG	Forward	NA	176	57	Alerrando	Barra Mansa Realino de Souza	Alerrando	NA	2000-01-11	31	Forward	Forward	Alerrando	19
1235	132297	FALSE	0	5	0	0	0	0	0	0	39	32	0	2	6.074	0	1	0	7	0	0	1	1	0	0	0	4	4	4	1	1	2	2	0	1	1	1	0	br	br	Atletico MG	Midfielder	-AMC-AML-AMR-FW-	170	65	Erik	Nascimento de Lima	Erik	NA	1994-07-17	32	AM(CLR),FW	Attacking Midfielder (Centre, Left, Right) / Forward	Erik	24
1221	243212	FALSE	3	0	0	0	0	0	0	1	116	95	0	4	7.6066666666666665	0	3	8	2	0	7	0	5	2	0	0	2	14	0	0	0	5	5	1	11	2	0	0	br	br	Bahia	Defender	-DR-	179	70	Joao Pedro	Maturano dos Santos	João Pedro	NA	1996-11-14	1	D(R)	Defender (Right)	João Pedro	22
1221	17476	FALSE	33	0	12	6	0	0	4	3	943	741	46	45	7.189393939393941	3	77	20	76	0	6	56	93	30	4	0	35	89	104	7	101	93	55	7	38	20	4	1	br	br	Bahia	Midfielder	-AML-AMR-	175	76	José Rafael	Vivian	Zé Rafael	NA	1993-06-15	2	AM(LR)	Attacking Midfielder (Left, Right)	Zé Rafael	25
1221	364317	TRUE	0	1	0	0	0	0	0	0	1	1	4	0	7.08	0	2	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	br	Bahia	Defender	NA	0	0	Ignacio	da Silva Oliveira	Ignacio	NA	1996-11-30	3	Defender	Defender	Ignacio	22
1221	355710	TRUE	35	0	3	9	0	0	0	2	2005	1764	79	47	7.075428571428572	1	115	57	121	2	57	56	21	6	16	0	24	33	22	0	19	49	14	3	192	127	2	1	br	br	Bahia	Midfielder	-DMC-	181	78	Gregore	de Magalhães Silva	Gregore	NA	1994-03-01	4	DMC	Defensive Midfielder (C)	Gregore	25
1221	30078	FALSE	9	2	3	4	0	0	1	1	295	208	43	22	7.074545454545454	1	17	20	18	2	24	13	12	3	5	0	6	3	10	0	6	6	6	1	34	16	1	1	br	br	Bahia	Midfielder	-DMC-	185	88	Nilton	Ferreira Júnior	Nilton	Nílton	1987-04-20	5	DMC	Defensive Midfielder (C)	Nílton	32
1221	86757	FALSE	15	1	8	1	0	0	0	1	594	462	23	22	7.061874999999998	1	21	26	30	3	42	12	2	1	2	0	22	17	17	0	13	9	61	20	48	22	1	1	br	br	Bahia	Defender	-DR-MR-	178	69	Bruno	Vieira do Nascimento	Bruno	NA	1985-08-29	6	D(R),M(R)	Defender (Right) / Midfielder (Right)	Bruno	33
1221	103802	TRUE	27	1	4	8	0	0	0	4	1286	1105	63	52	7.033214285714285	2	83	53	80	0	33	40	28	6	6	0	24	18	11	1	24	23	15	7	75	44	3	1	br	br	Bahia	Midfielder	-DMC-	180	77	Elton Junior	Melo Ataíde	Elton	NA	1990-03-16	7	DMC	Defensive Midfielder (C)	Elton	29
1221	107927	TRUE	23	6	9	8	0	0	4	5	743	593	31	52	7.022068965517242	2	38	21	18	0	12	17	30	18	2	0	40	60	55	4	34	42	61	14	32	15	2	1	br	br	Bahia	Midfielder	-AMC-AML-AMR-	170	65	José Elber	Pimentel da Silva	Elber	NA	1992-05-26	8	AM(CLR)	Attacking Midfielder (Centre, Left, Right)	Elber	26
1221	238944	FALSE	20	0	1	4	1	1	2	0	946	785	87	52	7.022000000000001	0	20	33	27	12	82	12	18	6	12	0	5	3	17	3	1	8	5	0	134	64	0	0	br	br	Bahia	Defender	-DC-	191	89	Tiago	Pagnussat	Tiago	NA	1990-06-16	9	D(C)	Defender (Centre)	Tiago	28
1221	63806	TRUE	19	3	2	4	0	0	0	1	667	496	47	29	7.015909090909091	1	44	49	24	7	82	11	13	2	7	0	18	18	36	0	17	24	114	20	122	46	1	0	br	br	Bahia	Defender	-DR-	168	62	Severino	de Ramos Clementina da Silva	Nino Paraíba	Nino Paraíba	1986-01-09	10	D(R)	Defender (Right)	Nino Paraíba	33
1221	101698	TRUE	18	3	9	2	0	0	8	0	346	242	71	82	6.946190476190475	2	18	3	24	0	14	10	52	17	2	0	9	9	33	3	23	43	16	5	12	7	1	0	br	br	Bahia	Forward	-FW-	178	70	Gilberto	Oliveira Souza Júnior	Gilberto	NA	1989-06-04	11	FW	Forward	Gilberto	29
1221	114822	TRUE	33	0	1	6	0	0	1	0	1217	1004	72	39	6.899696969696969	1	24	50	23	18	181	12	13	4	29	0	6	4	26	0	3	10	0	0	250	147	0	0	br	br	Bahia	Defender	-DC-	191	84	Lucas Silva	Fonseca	Lucas Fonseca	NA	1985-08-01	12	D(C)	Defender (Centre)	Lucas Fonseca	33
1221	83407	FALSE	2	3	0	0	0	0	1	0	134	111	5	2	6.85	0	5	7	1	0	2	6	3	1	0	0	4	2	1	0	3	0	16	7	4	2	0	0	cl	br	Bahia	Defender	-DL-ML-	175	68	Eugenio	Mena	NA	NA	1988-07-17	13	D(L),M(L)	Defender (Left) / Midfielder (Left)	Eugenio Mena	30
1221	137316	FALSE	32	0	1	2	0	0	0	1	1026	845	28	29	6.814374999999997	0	64	21	39	13	72	13	21	5	8	0	35	42	25	6	17	37	103	16	55	20	0	0	br	br	Bahia	Defender	-DL-	183	71	Leonardo	Pinheiro da Conceição	Léo	NA	1996-03-05	14	D(L)	Defender (Left)	Léo	23
1221	361475	TRUE	6	1	3	0	0	0	0	0	180	135	11	9	6.791428571428571	0	8	11	5	0	15	2	6	3	1	0	1	5	5	1	4	6	22	1	15	7	0	0	NA	br	Bahia	Defender	-DL-	178	71	Paulo Victor	da Silva	Paulinho	NA	1995-01-02	15	D(L)	Defender (Left)	Paulinho	24
1221	363129	TRUE	15	0	6	2	0	0	1	3	429	344	5	14	6.761333333333332	0	18	8	11	0	5	24	21	7	2	0	20	11	22	2	32	29	77	20	31	16	1	0	NA	br	Bahia	Midfielder	-AMC-AMR-	0	0	Eric	dos Santos Rodrigues	Ramires	NA	2000-08-09	16	AM(CR)	Attacking Midfielder (Centre, Right)	Ramires	18
1221	317758	TRUE	9	11	0	3	0	0	0	0	490	414	18	20	6.679	0	41	17	31	1	20	21	5	2	3	0	5	16	19	2	2	9	13	3	43	29	0	0	NA	br	Bahia	Midfielder	-MC-	177	73	Flávio	Medeiros da Silva	Flávio	NA	1996-02-09	17	M(C)	Midfielder (Centre)	Flávio	23
1221	114201	FALSE	20	9	17	4	0	0	4	1	936	785	18	22	6.668275862068965	2	19	23	15	0	2	14	59	15	0	0	46	10	16	3	16	23	106	40	117	96	5	2	br	br	Bahia	Midfielder	-MC-	177	75	Vinicius Goes	Barbosa de Souza	Vinicius	NA	1991-04-14	18	M(C)	Midfielder (Centre)	Vinicius	28
1221	132407	FALSE	4	14	2	3	0	0	3	2	289	222	6	18	6.612222222222224	0	11	6	15	0	2	7	17	5	0	0	21	21	15	1	14	20	40	9	19	11	4	3	br	br	Bahia	Midfielder	-AMC-	171	66	Regis Augusto	Salmazzo	Régis		1992-11-29	19	AM(C)	Attacking Midfielder (Centre)	Régis	26
1221	114215	FALSE	11	1	2	5	0	0	1	0	359	286	27	19	6.610833333333333	0	10	12	13	11	52	1	6	4	5	0	2	1	5	0	0	4	0	0	67	28	0	0	br	br	Bahia	Defender	-DC-	188	79	Douglas Ricardo	Grolli	Douglas Grolli	NA	1989-10-04	20	D(C)	Defender (Centre)	Douglas Grolli	29
1221	318677	TRUE	26	0	3	2	0	1	0	0	484	252	12	0	6.559999999999999	2	0	2	2	0	36	1	0	0	0	1	0	0	4	0	0	1	0	0	380	149	0	0	br	br	Bahia	Goalkeeper	-GK-	194	84	Douglas Alan	Schuck Friedrich	Douglas Friedrich	NA	1988-12-11	21	GK	Goalkeeper	Douglas Friedrich	30
1221	340481	TRUE	6	4	0	2	0	0	0	1	237	179	16	15	6.526000000000001	1	11	11	9	7	35	1	3	0	5	0	2	2	6	1	0	3	0	0	58	31	0	0	NA	br	Bahia	Defender	-DC-	187	73	Everson	Bispo Pereira	Everson	NA	1997-07-23	22	D(C)	Defender (Centre)	Everson	21
1221	103043	FALSE	20	7	13	0	0	0	6	1	353	271	26	55	6.513703703703705	0	20	10	38	0	9	9	41	14	0	0	19	15	40	4	47	66	15	2	8	4	0	0	br	br	Bahia	Forward	-AMC-AML-AMR-FW-	174	72	Edigar Junio	Teixeira Lima	Edigar Junio	NA	1991-05-05	23	AM(CLR),FW	Attacking Midfielder (Centre, Left, Right) / Forward	Edigar Junio	28
1221	228702	TRUE	2	3	1	0	0	0	0	0	108	90	8	1	6.5040000000000004	0	7	10	2	0	6	0	0	0	0	0	3	0	7	0	2	0	0	0	6	5	0	0	br	br	Bahia	Midfielder	-DMC-	183	75	Edson Felipe	da Cruz	Edson	NA	1991-06-30	24	DMC	Defensive Midfielder (C)	Edson	27
1221	337898	TRUE	13	2	0	1	0	0	0	0	236	131	6	0	6.484000000000001	0	0	0	0	0	7	1	0	0	0	0	0	1	3	0	0	1	0	0	164	62	0	0	NA	br	Bahia	Goalkeeper	-GK-	189	83	Anderson Pedro	da Silva Nunes Campos	Anderson	NA	1983-11-19	25	GK	Goalkeeper	Anderson	35
1221	125298	FALSE	1	9	1	0	0	0	1	1	98	68	5	4	6.450999999999999	0	1	2	7	0	0	3	5	3	0	0	9	8	5	0	8	11	28	5	8	4	1	0	ar	br	Bahia	Midfielder	-AMC-AML-AMR-	169	69	Agustín	Allione	NA	NA	1994-10-27	26	AM(CLR)	Attacking Midfielder (Centre, Left, Right)	Agustín Allione	24
1221	357466	TRUE	0	2	0	0	0	0	0	0	29	14	1	0	6.45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	10	0	0	NA	br	Bahia	Goalkeeper	NA	0	0	Fernando Augusto	de Castro Ribeiro	Fernando Castro	NA	1997-03-29	27	Goalkeeper	Goalkeeper	Fernando Castro	22
1221	344229	TRUE	5	5	5	2	0	0	0	0	159	119	3	5	6.414999999999999	0	6	2	7	0	1	2	7	1	0	0	8	9	14	1	9	12	39	8	4	2	0	0	NA	br	Bahia	Midfielder	NA	172	64	Marco Antonio	Rosa Furtado Junior	Marco Antonio	NA	1997-09-30	28	Midfielder	Midfielder	Marco Antonio	21
1221	84460	FALSE	2	1	1	1	0	0	0	0	39	34	3	1	6.413333333333333	0	1	0	5	0	1	0	8	4	0	0	3	1	0	2	3	6	3	1	1	1	0	0	br	br	Bahia	Forward	-FW-	182	77	Kayke	Moreno de Andrade Rodrigues	Kayke	NA	1988-03-31	29	FW	Forward	Kayke	31
1221	114150	TRUE	5	1	1	0	1	1	0	0	131	106	7	7	6.39	0	2	7	6	4	30	1	4	0	2	0	0	0	1	0	0	0	0	0	27	10	0	0	br	br	Bahia	Defender	-DC-	186	77	Jackson	de Souza	Jackson	NA	1990-04-30	30	D(C)	Defender (Centre)	Jackson	29
1221	346406	TRUE	2	8	1	2	0	0	1	0	80	51	7	8	6.2829999999999995	0	1	3	4	0	0	0	7	4	1	0	4	1	6	0	2	5	12	5	9	4	0	0	NA	br	Bahia	Midfielder	NA	173	69	Clayton	da Silveira da Silva	Clayton	NA	1995-10-22	31	Midfielder	Midfielder	Clayton	23
1221	358561	TRUE	0	2	0	0	0	0	0	0	15	12	1	0	6.21	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0	1	1	2	0	1	1	0	0	br	br	Bahia	Midfielder	NA	174	70	Fernando José	Marques Maciel	Fernandinho	NA	1997-07-18	32	Midfielder	Midfielder	Fernandinho	21
1221	341382	FALSE	4	10	4	3	0	0	1	0	82	63	6	17	6.179285714285716	0	7	0	17	0	1	2	16	3	0	0	5	9	10	5	15	20	1	0	0	0	1	1	br	br	Bahia	Forward	NA	190	88	José Francisco	dos Santos Júnior	Júnior Brumado	NA	1999-05-14	33	Forward	Forward	Júnior Brumado	20
1221	338507	FALSE	1	0	1	0	0	0	0	0	12	11	1	1	6.15	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	br	br	Bahia	Defender	-DC-	191	79	Rodrigo	Nascimiento Franca	Rodrigo Becão	NA	1996-01-18	34	D(C)	Defender (Centre)	Rodrigo Becão	23
1221	358748	TRUE	0	1	0	0	0	0	0	0	1	0	1	0	6.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	br	Bahia	Forward	NA	184	83	Geovane	Santana Souza	Itinga	NA	1998-03-09	35	Forward	Forward	Itinga	21
1221	363249	TRUE	0	1	0	1	0	0	0	0	12	9	0	0	5.94	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	NA	br	Bahia	Midfielder	NA	0	0	Luiz Henrique	Beserra Dos Santos	Luiz Henrique	NA	1997-04-18	36	Midfielder	Midfielder	Luiz Henrique	22
1221	357139	TRUE	0	2	0	0	1	1	0	0	4	3	0	1	5.25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	br	Bahia	Midfielder	NA	178	68	Ítalo	Barbosa de Andrade	Ítalo	NA	1997-07-28	37	Midfielder	Midfielder	Ítalo	21
1243	35928	FALSE	12	0	2	2	0	0	2	3	620	528	13	15	7.293333333333333	2	14	9	6	0	16	10	32	15	2	0	29	6	16	0	9	15	129	33	48	22	0	0	br	br	Athletico Paranaense	Defender	-DL-ML-	172	68	Thiago Carleto	Alves	Thiago Carleto	NA	1989-03-23	1	D(L),M(L)	Defender (Left) / Midfielder (Left)	Thiago Carleto	30
1243	146761	TRUE	17	1	0	5	0	0	3	1	1096	916	46	42	7.093333333333332	2	15	28	14	7	101	6	12	5	8	0	5	4	9	0	4	10	4	2	209	103	0	0	br	br	Athletico Paranaense	Defender	-DC-	188	84	Leonardo	Pereira	Léo Pereira	NA	1996-01-30	2	D(C)	Defender (Centre)	Léo Pereira	23
1243	20938	TRUE	20	0	1	2	0	0	2	0	1197	1072	66	37	6.959999999999999	1	13	34	26	10	83	13	14	3	14	1	2	2	19	0	1	3	0	0	165	110	0	0	br	br	Athletico Paranaense	Defender	-DC-	185	84	Thiago Heleno	Henrique Ferreira	Thiago Heleno	NA	1988-09-16	3	D(C)	Defender (Centre)	Thiago Heleno	30
1243	101675	TRUE	32	0	0	3	0	0	0	0	1053	821	21	1	6.959374999999999	3	0	1	1	0	44	1	0	0	0	0	0	1	9	0	0	1	0	0	413	189	0	0	br	br	Athletico Paranaense	Goalkeeper	-GK-	188	79	Aderbar	Melo dos Santos Neto	Santos	NA	1990-03-16	4	GK	Goalkeeper	Santos	29
1243	107182	TRUE	30	3	5	6	0	0	12	2	658	506	72	109	6.951515151515152	4	27	19	77	0	25	32	64	29	2	0	34	21	31	25	47	75	14	1	27	17	1	1	br	br	Athletico Paranaense	Forward	-AMC-AML-AMR-FW-	185	76	Pablo Felipe	Teixeira	Pablo	NA	1992-06-22	5	AM(CLR),FW	Attacking Midfielder (Centre, Left, Right) / Forward	Pablo	26
1243	17204	TRUE	11	0	1	5	0	0	1	0	639	581	22	23	6.930909090909092	0	5	7	14	9	48	4	3	1	8	0	1	4	7	0	0	4	3	1	59	40	0	0	br	br	Athletico Paranaense	Defender	-DC-	188	80	Paulo André	Cren Benini	Paulo André	Paulo André	1983-08-19	6	D(C)	Defender (Centre)	Paulo André	35
1243	318448	TRUE	1	0	0	0	0	0	0	0	36	31	0	0	6.91	0	3	2	3	0	4	2	0	0	0	0	1	0	0	0	0	0	4	2	3	0	0	0	br	br	Athletico Paranaense	Midfielder	-DL-	175	70	Nicolas	Vichiatto da Silva	Nicolas	NA	1997-02-23	7	D(L)	Defender (Left)	Nicolas	22
1243	326646	TRUE	21	3	3	4	1	1	0	3	826	690	25	23	6.906666666666667	2	32	34	28	3	37	8	30	9	3	1	23	15	42	1	25	29	95	20	92	41	0	0	br	br	Athletico Paranaense	Defender	-DL-	176	72	Renan Augusto	Lodi dos Santos	Renan Lodi	NA	1998-04-07	8	D(L)	Defender (Left)	Renan Lodi	21
1243	355721	FALSE	6	0	0	1	0	0	0	0	190	151	4	1	6.8999999999999995	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	78	39	0	0	NA	br	Athletico Paranaense	Goalkeeper	-GK-	187	83	Felipe	Alves Raymundo	Felipe Alves	NA	1988-05-20	9	GK	Goalkeeper	Felipe Alves	31
1243	337880	FALSE	19	6	9	1	0	0	2	2	576	453	22	25	6.867200000000001	0	23	15	15	0	15	14	28	14	0	0	30	38	39	3	52	37	89	26	30	16	2	1	NA	br	Athletico Paranaense	Midfielder	-ML-MR-	176	72	Marcio Antonio	de Sousa Júnior	Marcinho	NA	1995-06-07	10	M(LR)	Midfielder (Left, Right)	Marcinho	23
1243	317677	FALSE	24	7	9	7	0	0	7	6	866	718	13	40	6.862258064516129	3	16	4	38	0	8	7	63	24	3	0	49	24	33	4	30	51	129	35	69	38	5	4	br	br	Athletico Paranaense	Midfielder	-AMC-AML-	176	73	Raphael	Cavalcante Veiga	Raphael Veiga	NA	1995-06-18	11	AM(CL)	Attacking Midfielder (Centre, Left)	Raphael Veiga	23
1243	28485	TRUE	21	2	4	5	0	0	1	5	886	791	18	13	6.8478260869565215	0	10	18	23	6	42	13	3	1	7	0	19	16	11	0	11	17	47	15	59	33	0	0	br	br	Athletico Paranaense	Defender	-DR-MR-	81	72	Jonathan	Cicero Moreira	Jonathan	NA	1986-02-26	12	D(R),M(R)	Defender (Right) / Midfielder (Right)	Jonathan	33
1243	93064	TRUE	26	6	11	5	0	1	2	6	1044	870	38	46	6.8334375	2	22	24	33	1	23	20	72	23	2	0	39	25	44	8	37	54	60	18	69	50	4	2	br	br	Athletico Paranaense	Midfielder	-AMC-AML-AMR-	174	84	Maycon Vinicius	Ferreira da Cruz	Nikão	NA	1992-07-28	13	AM(CLR)	Attacking Midfielder (Centre, Left, Right)	Nikão	26
1243	320351	TRUE	18	1	2	5	0	0	1	0	1056	932	45	27	6.808947368421052	2	17	22	28	4	88	9	11	4	16	0	5	5	9	1	4	9	3	1	122	67	0	0	br	br	Athletico Paranaense	Defender	-DC-	185	78	José Ivaldo	Almeida Silva	Zé Ivaldo	NA	1997-02-20	14	D(C)	Defender (Centre)	Zé Ivaldo	22
1243	338780	TRUE	21	11	8	6	0	0	1	1	1476	1348	16	14	6.798750000000001	1	48	33	33	1	24	24	16	3	6	1	21	35	72	0	26	26	12	4	137	97	2	2	br	br	Athletico Paranaense	Midfielder	-DMC-	182	74	Bruno	Guimarães Rodriguez Moura	Bruno Guimarães	NA	1997-11-15	15	DMC	Defensive Midfielder (C)	Bruno Guimarães	21
1243	41061	TRUE	17	2	3	5	0	0	1	0	781	689	12	11	6.784736842105263	0	29	21	36	0	29	12	14	2	9	0	15	6	3	0	11	6	3	0	108	73	0	0	br	br	Athletico Paranaense	Midfielder	-DMC-	173	70	Wellington	Aparecido Martins	Wellington Martins	Wellington	1991-01-27	16	DMC	Defensive Midfielder (C)	Wellington	28
1243	140977	FALSE	12	3	2	2	0	0	0	0	774	674	53	25	6.7540000000000004	0	8	22	25	4	64	3	5	1	10	0	4	2	5	1	4	5	4	2	83	41	1	1	br	br	Athletico Paranaense	Defender	-DC-	188	85	Wanderson	Santos Pereira	Wanderson	NA	1991-02-06	17	D(C)	Defender (Centre)	Wanderson	28
1243	13641	TRUE	23	4	15	4	0	1	1	3	934	778	13	16	6.6970370370370365	0	42	33	25	0	26	38	13	5	4	0	23	10	8	5	4	22	15	8	81	41	5	5	ar	br	Athletico Paranaense	Midfielder	-MC-	185	81	Luis Oscar	González	Lucho González	NA	1981-01-18	18	M(C)	Midfielder (Centre)	Lucho González	38
1243	141878	FALSE	6	1	2	0	0	0	0	0	404	385	4	4	6.695714285714287	0	6	15	4	0	14	7	2	1	4	0	1	3	4	0	1	3	4	1	30	25	0	0	cl	br	Athletico Paranaense	Midfielder	-DC-DMC-	180	76	Esteban	Pavez	NA	NA	1990-04-30	19	D(C),DMC	Defender (Centre) / Defensive Midfielder (C)	Esteban Pavez	29
1243	77883	TRUE	13	4	9	1	0	0	4	0	223	154	20	24	6.682352941176471	0	10	8	12	0	12	6	18	6	0	0	14	12	11	1	10	25	19	3	4	2	0	0	br	br	Athletico Paranaense	Forward	-AMR-FW-	182	74	Marcelo	Cirino da Silva	Marcelo Cirino	Marcelo	1992-01-21	20	AM(R),FW	Attacking Midfielder (Right) / Forward	Marcelo	27
