# idh: Índice de Desenvolvimento Humano (IDH) (2000);
# renda: Renda per capita (2000);
# anfab: Alfabetizados - pessoas 15 anos e mais (2000);
???Sigla;Código;Município;idh;renda;alfab;
RS;4318457;São José das Missões;;162,765;86,42;
RS;4318465;São José do Herval;;166,831;75,676;
RS;4318481;São José do Hortêncio;;250,83;97,309;
RS;4318499;São José do Inhacorá;;205,063;97,135;
RS;4318507;São José do Norte;;148,956;77,724;
RS;4318606;São José do Ouro;;250,901;91,756;
RS;4318614;São José do Sul;;;;
RS;4318622;São José dos Ausentes;;188,466;88,205;
RS;4318705;São Leopoldo;;370,061;95,224;
RS;4318804;São Lourenço do Sul;;237,009;92,866;
RS;4318903;São Luiz Gonzaga;;248,662;90,216;
RS;4319000;São Marcos;;383,967;94,08;
RS;4319109;São Martinho;;242,607;92,426;
RS;4319125;São Martinho da Serra;;189,682;86,253;
RS;4319158;São Miguel das Missões;;230,884;88,256;
RS;4319208;São Nicolau;;132,403;80,058;
RS;4319307;São Paulo das Missões;;149,601;93,956;
RS;4319356;São Pedro da Serra;;271,832;96,092;
RS;4319364;São Pedro das Missões;;;;
RS;4319372;São Pedro do Butiá;;234,141;96,175;
RS;4319406;São Pedro do Sul;;238,996;92,085;
RS;4319505;São Sebastião do Caí;;353,967;94,362;
RS;4319604;São Sepé;;223,717;89,882;
RS;4319703;São Valentim;;191,664;89,489;
RS;4319711;São Valentim do Sul;;359,308;91,468;
RS;4319737;São Valério do Sul;;128,584;83,315;
RS;4319752;São Vendelino;;289,063;98,064;
RS;4319802;São Vicente do Sul;;249,432;90,311;
RS;4319901;Sapiranga;;300,34;94,148;
RS;4320008;Sapucaia do Sul;;271,379;94,49;
RS;4320107;Sarandi;;292,417;93,17;
RS;4320206;Seberi;;192,95;89,345;
RS;4320230;Sede Nova;;195,108;88,931;
RS;4320263;Segredo;;147,739;85,146;
RS;4320305;Selbach;;496,404;95,324;
RS;4320321;Senador Salgado Filho;;165,6;91,648;
RS;4320354;Sentinela do Sul;;178,255;89,021;
RS;4320404;Serafina Corrêa;;381,519;94,422;
RS;4320453;Sério;;171,502;84,57;
RS;4320503;Sertão;;268,44;92,323;
RS;4320552;Sertão Santana;;238,675;91,405;
RS;4320578;Sete de Setembro;;139,831;94,009;
RS;4320602;Severiano de Almeida;;248,994;93,756;
RS;4320651;Silveira Martins;;254,171;91,904;
RS;4320677;Sinimbu;;192,697;89,722;
RS;4320701;Sobradinho;;248,838;88,549;
RS;4320800;Soledade;;268,426;88,269;
RS;4320859;Tabaí;;215,449;87,219;
RS;4320909;Tapejara;;281,684;93,311;
RS;4321006;Tapera;;318,749;92,899;
RS;4321105;Tapes;;278,108;89,585;
RS;4321204;Taquara;;345,436;93,228;
RS;4321303;Taquari;;265,523;90,601;
RS;4321329;Taquaruçu do Sul;;194,305;90,202;
RS;4321352;Tavares;;212,903;83,095;
RS;4321402;Tenente Portela;;180,433;87,971;
RS;4321436;Terra de Areia;;235,959;88,191;
RS;4321451;Teutônia;;321,86;97,292;
RS;4321469;Tio Hugo;;;;
RS;4321477;Tiradentes do Sul;;150,447;86,707;
RS;4321493;Toropi;;165,499;90,551;
RS;4321501;Torres;;317,739;93,708;
RS;4321600;Tramandaí;;326,963;93,711;
RS;4321626;Travesseiro;;241,177;95,026;
RS;4321634;Três Arroios;;239,108;94,626;
RS;4321667;Três Cachoeiras;;262,089;91,045;
RS;4321709;Três Coroas;;307,031;93,586;
RS;4321808;Três de Maio;;256,812;93,715;
RS;4321832;Três Forquilhas;;162,952;82,71;
RS;4321857;Três Palmeiras;;200,371;85,264;
RS;4321907;Três Passos;;265,511;93,387;
RS;4321956;Trindade do Sul;;151,127;83,938;
RS;4322004;Triunfo;;281,903;90,105;
RS;4322103;Tucunduva;;249,419;93,417;
RS;4322152;Tunas;;120,93;79,778;
RS;4322186;Tupanci do Sul;;172,749;87,206;
RS;4322202;Tupanciretã;;234,99;91,965;
RS;4322251;Tupandi;;283,482;95,863;
RS;4322301;Tuparendi;;247,691;93,332;
RS;4322327;Turuçu;;190,743;91,459;
RS;4322343;Ubiretama;;160,858;93,713;
RS;4322350;União da Serra;;322,183;92,388;
RS;4322376;Unistalda;;139,404;86,628;
RS;4322400;Uruguaiana;;290,116;93,938;
RS;4322509;Vacaria;;317,772;92,668;
RS;4322525;Vale Verde;;186,721;83,642;
RS;4322533;Vale do Sol;;189,884;92,427;
RS;4322541;Vale Real;;294,324;97,464;
RS;4322558;Vanini;;265,036;91,086;
RS;4322608;Venâncio Aires;;260,737;93,639;
RS;4322707;Vera Cruz;;230,105;93,481;
RS;4322806;Veranópolis;;436,834;95,446;
RS;4322855;Vespasiano Correa;;281,763;92,193;
RS;4322905;Viadutos;;248,029;92,63;
RS;4323002;Viamão;;253,874;93,638;
RS;4323101;Vicente Dutra;;135,136;85,399;
RS;4323200;Victor Graeff;;317,341;96,469;
RS;4323309;Vila Flores;;246,566;94,812;
RS;4323358;Vila Lângaro;;233,866;93,128;
RS;4323408;Vila Maria;;314,953;90,946;
RS;4323457;Vila Nova do Sul;;184,694;86,495;
RS;4323507;Vista Alegre;;168,396;89,807;
RS;4323606;Vista Alegre do Prata;;306,209;95,514;
RS;4323705;Vista Gaúcha;;205,706;90,772;
RS;4323754;Vitória das Missões;;135,862;88,364;
RS;4323770;Westfalia;;;;
RS;4323804;Xangri-lá;;283,319;94,917;
RS;4399919;Santa Cristina do Pinhal;;;;
RS;4399929;Santa Izabel;;;;
SC;4200051;Abdon Batista;;166,91;89,147;
SC;4200101;Abelardo Luz;;237,015;86,44;
SC;4200200;Agrolândia;;213,495;92,819;
SC;4200309;Agronômica;;267,315;93,077;
SC;4200408;Água Doce;;273,258;90,725;
SC;4200507;Águas de Chapecó;;262,021;85,697;
SC;4200556;Águas Frias;;271,107;90,574;
SC;4200606;Águas Mornas;;216,927;91,055;
SC;4200705;Alfredo Wagner;;258,123;86,989;
SC;4200754;Alto Bela Vista;;234,331;95,044;
SC;4200804;Anchieta;;151,717;88,685;
SC;4200903;Angelina;;185,134;86,788;
SC;4201000;Anita Garibaldi;;158,049;84,702;
SC;4201109;Anitápolis;;219,278;86,08;
SC;4201208;Antônio Carlos;;291,832;93,45;
SC;4201257;Apiúna;;243,018;88,683;
SC;4201273;Arabutã;;312,914;94,648;
SC;4201307;Araquari;;184,702;92,376;
SC;4201406;Araranguá;;290,081;92,973;
SC;4201505;Armazém;;258,084;88,113;
SC;4201604;Arroio Trinta;;245,083;89,415;
SC;4201653;Arvoredo;;179,681;82,659;
SC;4201703;Ascurra;;290,595;95,347;
SC;4201802;Atalanta;;256,985;94,992;
SC;4201901;Aurora;;282,938;95,473;
SC;4201950;Balneário Arroio do Silva;;267,963;92,663;
SC;4202008;Balneário Camboriú;;670,282;97,001;
SC;4202057;Balneário Barra do Sul;;255,953;93,167;
SC;4202073;Balneário Gaivota;;223,83;90,371;
SC;4202081;Bandeirante;;160,856;87,403;
SC;4202099;Barra Bonita;;149,953;87,416;
SC;4202107;Barra Velha;;273,573;91,01;
SC;4202131;Bela Vista do Toldo;;123,589;91,517;
SC;4202156;Belmonte;;172,691;89,037;
SC;4202206;Benedito Novo;;252,123;94,832;
SC;4202305;Biguaçu;;300,107;92,46;
SC;4202404;Blumenau;;462,284;97,21;
SC;4202438;Bocaina do Sul;;160,607;83,989;
SC;4202453;Bombinhas;;311,561;93,951;
SC;4202503;Bom Jardim da Serra;;216,653;89,561;
SC;4202537;Bom Jesus;;179,891;84,003;
SC;4202578;Bom Jesus do Oeste;;162,793;92,526;
SC;4202602;Bom Retiro;;213,005;86,741;
SC;4202701;Botuverá;;250,291;92,558;
SC;4202800;Braço do Norte;;433,096;94,586;
SC;4202859;Braço do Trombudo;;237,042;91,211;
SC;4202875;Brunópolis;;143,535;83,892;
SC;4202909;Brusque;;416,425;96,065;
SC;4203006;Caçador;;276,224;91,777;
SC;4203105;Caibi;;283,366;90,007;
SC;4203154;Calmon;;114,973;81,774;
SC;4203204;Camboriú;;237,33;91,469;
SC;4203253;Capão Alto;;177,885;86,8;
SC;4203303;Campo Alegre;;214,685;92,985;
SC;4203402;Campo Belo do Sul;;154,394;80,23;
SC;4203501;Campo Erê;;173,376;83,378;
SC;4203600;Campos Novos;;251,452;89,603;
SC;4203709;Canelinha;;260,266;88,214;
SC;4203808;Canoinhas;;254,265;94,228;
SC;4203907;Capinzal;;263,41;93;
SC;4203956;Capivari de Baixo;;229,251;93,99;
SC;4204004;Catanduvas;;271,623;89,917;
SC;4204103;Caxambu do Sul;;186,003;85,104;
SC;4204152;Celso Ramos;;154,832;89,11;
SC;4204178;Cerro Negro;;111,643;77,127;
SC;4204194;Chapadão do Lageado;;174,687;90,531;
SC;4204202;Chapecó;;341,637;92,891;
SC;4204251;Cocal do Sul;;288,545;95,502;
SC;4204301;Concórdia;;380,498;94,081;
SC;4204350;Cordilheira Alta;;315,96;89,272;
SC;4204400;Coronel Freitas;;243,862;89,113;
SC;4204459;Coronel Martins;;226,831;86,156;
SC;4204509;Corupá;;290,185;95,706;
SC;4204558;Correia Pinto;;207,407;89,501;
SC;4204608;Criciúma;;407,951;95,307;
SC;4204707;Cunha Porã;;278,868;92,792;
SC;4204756;Cunhataí;;267,598;95,414;
SC;4204806;Curitibanos;;252,333;89,917;
SC;4204905;Descanso;;216,806;90,975;
SC;4205001;Dionísio Cerqueira;;191,674;87,23;
SC;4205100;Dona Emma;;245,033;94,005;
SC;4205159;Doutor Pedrinho;;290,837;94,87;
SC;4205175;Entre Rios;;107,871;77,597;
SC;4205191;Ermo;;239,194;89,32;
SC;4205209;Erval Velho;;240,744;88,682;
SC;4205308;Faxinal dos Guedes;;316,459;89,69;
SC;4205357;Flor do Sertão;;175,464;81,341;
SC;4205407;Florianópolis;;701,424;96,444;
SC;4205431;Formosa do Sul;;238,108;88,57;
SC;4205456;Forquilhinha;;304,434;93,328;
SC;4205506;Fraiburgo;;249,475;91,761;
SC;4205555;Frei Rogério;;172,671;90,936;
SC;4205605;Galvão;;225,865;82,273;
SC;4205704;Garopaba;;234,028;86,014;
SC;4205803;Garuva;;238,777;92,131;
SC;4205902;Gaspar;;364,615;96,137;
SC;4206009;Governador Celso Ramos;;231,226;89,969;
SC;4206108;Grão Pará;;357,303;93,18;
SC;4206207;Gravatal;;235,016;91,162;
SC;4206306;Guabiruba;;329,967;95,339;
SC;4206405;Guaraciaba;;212,154;92,932;
SC;4206504;Guaramirim;;295,336;94,721;
SC;4206603;Guarujá do Sul;;276,26;88,606;
SC;4206652;Guatambú;;145,529;82,65;
SC;4206702;Herval d'Oeste;;253,205;92,457;
SC;4206751;Ibiam;;244,91;90,369;
SC;4206801;Ibicaré;;252,183;92,941;
SC;4206900;Ibirama;;304,058;94,35;
SC;4207007;Içara;;228,925;93,505;
SC;4207106;Ilhota;;251,71;92,914;
SC;4207205;Imaruí;;187,736;83,003;
SC;4207304;Imbituba;;248,42;91,389;
SC;4207403;Imbuia;;254,152;90,884;
SC;4207502;Indaial;;341,915;96,517;
SC;4207577;Iomerê;;349,209;94,538;
SC;4207601;Ipira;;257,381;93,116;
SC;4207650;Iporã do Oeste;;197,469;95,606;
SC;4207684;Ipuaçu;;146,18;82,38;
SC;4207700;Ipumirim;;265,098;91,417;
SC;4207759;Iraceminha;;206,042;89,382;
SC;4207809;Irani;;267,097;90,349;
SC;4207858;Irati;;167,977;84,211;
SC;4207908;Irineópolis;;206,077;91,51;
SC;4208005;Itá;;323,126;92,256;
SC;4208104;Itaiópolis;;157,533;92,84;
SC;4208203;Itajaí;;386,999;95,03;
SC;4208302;Itapema;;486,662;95,131;
SC;4208401;Itapiranga;;275,694;95,685;
SC;4208450;Itapoá;;305,385;93,927;
SC;4208500;Ituporanga;;281,797;93,495;
SC;4208609;Jaborá;;245,677;89,852;
SC;4208708;Jacinto Machado;;190,421;89,481;
SC;4208807;Jaguaruna;;268,383;90,517;
SC;4208906;Jaraguá do Sul;;414,137;97,354;
SC;4208955;Jardinópolis;;163,258;90,301;
SC;4209003;Joaçaba;;451,765;95,128;
SC;4209102;Joinville;;407,596;96,594;
SC;4209151;José Boiteux;;215,445;88,823;
SC;4209177;Jupiá;;205,707;84,571;
SC;4209201;Lacerdópolis;;460,156;93,278;
SC;4209300;Lages;;335,448;92,786;
SC;4209409;Laguna;;247,234;91,497;
SC;4209458;Lajeado Grande;;301,392;90,569;
SC;4209508;Laurentino;;323,85;94,095;
SC;4209607;Lauro Muller;;230,667;92,454;
SC;4209706;Lebon Régis;;153,029;84,458;
SC;4209805;Leoberto Leal;;204,251;86,815;
SC;4209854;Lindóia do Sul;;386,63;91,737;
SC;4209904;Lontras;;237,035;92,562;
SC;4210001;Luiz Alves;;507,626;94,476;
SC;4210035;Luzerna;;332,562;96,037;
SC;4210050;Macieira;;254,519;88,982;
SC;4210100;Mafra;;247,638;95,285;
SC;4210209;Major Gercino;;252,056;89,639;
SC;4210308;Major Vieira;;187,428;90,141;
SC;4210407;Maracajá;;332,054;92,546;
SC;4210506;Maravilha;;295,348;93,013;
SC;4210555;Marema;;280,51;87,002;
SC;4210605;Massaranduba;;319,151;93,983;
SC;4210704;Matos Costa;;156,853;86,126;
SC;4210803;Meleiro;;367,388;91,068;
SC;4210852;Mirim Doce;;288,511;89,064;
SC;4210902;Modelo;;230,964;91,728;
SC;4211009;Mondaí;;223,033;93,731;
SC;4211058;Monte Carlo;;158,26;86,337;
SC;4211108;Monte Castelo;;170,739;87,924;
SC;4211207;Morro da Fumaça;;284,977;92,591;
SC;4211256;Morro Grande;;210,132;89,407;
SC;4211306;Navegantes;;236,514;92,446;
SC;4211405;Nova Erechim;;318,047;91,838;
SC;4211454;Nova Itaberaba;;231,3;85,307;
SC;4211504;Nova Trento;;283,634;93,607;
SC;4211603;Nova Veneza;;320,517;94,982;
SC;4211652;Novo Horizonte;;222,623;87,294;
SC;4211702;Orleans;;286,131;93,627;
SC;4211751;Otacílio Costa;;263,595;90,69;
SC;4211801;Ouro;;349,184;94,206;
SC;4211850;Ouro Verde;;229,45;88,782;
SC;4211876;Paial;;201,165;89;
SC;4211892;Painel;;201,871;86,496;
SC;4211900;Palhoça;;299,791;93,54;
SC;4212007;Palma Sola;;189,452;87,226;
SC;4212056;Palmeira;;195,029;84,798;
SC;4212106;Palmitos;;304,406;91,338;
SC;4212205;Papanduva;;164,925;89,422;
SC;4212239;Paraíso;;182,572;87,519;
SC;4212254;Passo de Torres;;219,592;91,675;
SC;4212270;Passos Maia;;159,357;83,086;
SC;4212304;Paulo Lopes;;184,276;83,005;
SC;4212403;Pedras Grandes;;241,69;93,057;
SC;4212502;Penha;;262,958;92,283;
SC;4212601;Peritiba;;252,451;95,296;
SC;4212700;Petrolândia;;227,612;91,674;
SC;4212809;Piçarras;;323,512;93,469;
SC;4212908;Pinhalzinho;;271,065;92,215;
SC;4213005;Pinheiro Preto;;254,53;94,667;
SC;4213104;Piratuba;;285,241;95,026;
SC;4213153;Planalto Alegre;;257,726;86,132;
SC;4213203;Pomerode;;387,748;98,128;
SC;4213302;Ponte Alta;;180,958;85,961;
SC;4213351;Ponte Alta do Norte;;196,305;85,816;
SC;4213401;Ponte Serrada;;212,859;87,27;
SC;4213500;Porto Belo;;316,015;92,036;
SC;4213609;Porto União;;296,404;94,88;
SC;4213708;Pouso Redondo;;233,865;91,584;
SC;4213807;Praia Grande;;220,007;87,656;
SC;4213906;Presidente Castelo Branco;;321,301;93,474;
SC;4214003;Presidente Getúlio;;303,3;95,825;
SC;4214102;Presidente Nereu;;185,935;86,56;
SC;4214151;Princesa;;186,763;88,366;
SC;4214201;Quilombo;;260,876;89,106;
SC;4214300;Rancho Queimado;;226,277;86,33;
SC;4214409;Rio das Antas;;234,491;91,897;
SC;4214508;Rio do Campo;;224,74;92,157;
SC;4214607;Rio do Oeste;;279,555;93,706;
SC;4214706;Rio dos Cedros;;271,981;96,066;
SC;4214805;Rio do Sul;;391,608;94,98;
SC;4214904;Rio Fortuna;;279,324;95,64;
SC;4215000;Rio Negrinho;;242,821;95,165;
SC;4215059;Rio Rufino;;184,785;87,749;
SC;4215075;Riqueza;;207,728;88,775;
SC;4215109;Rodeio;;303,491;95,256;
SC;4215208;Romelândia;;152,274;88,769;
SC;4215307;Salete;;232,81;93,679;
SC;4215356;Saltinho;;178,999;82,483;
SC;4215406;Salto Veloso;;295,411;91,127;
SC;4215455;Sangão;;293,359;90,024;
SC;4215505;Santa Cecília;;185,206;87,606;
SC;4215554;Santa Helena;;204,002;90,138;
SC;4215604;Santa Rosa de Lima;;211,434;93,689;
SC;4215653;Santa Rosa do Sul;;204,638;90,373;
SC;4215679;Santa Terezinha;;157,004;90,925;
SC;4215687;Santa Terezinha do Progresso;;172,91;84,065;
SC;4215695;Santiago do Sul;;175,185;86,949;
SC;4215703;Santo Amaro da Imperatriz;;287,392;92,847;
SC;4215752;São Bernardino;;186,32;86,618;
SC;4215802;São Bento do Sul;;324,539;96,626;
SC;4215901;São Bonifácio;;196,328;93,821;
SC;4216008;São Carlos;;389,924;92,581;
SC;4216057;São Cristovão do Sul;;165,442;88,428;
SC;4216107;São Domingos;;307,9;88,615;
SC;4216206;São Francisco do Sul;;333,422;94,592;
SC;4216255;São João do Oeste;;204,138;99,093;
SC;4216305;São João Batista;;300,334;94,591;
SC;4216354;São João do Itaperiú;;249,465;90,701;
SC;4216404;São João do Sul;;200,708;87,843;
SC;4216503;São Joaquim;;231,089;90,219;
SC;4216602;São José;;427,575;95,528;
SC;4216701;São José do Cedro;;244,756;90,947;
SC;4216800;São José do Cerrito;;154,85;83,293;
SC;4216909;São Lourenço do Oeste;;273,941;89,987;
SC;4217006;São Ludgero;;330,772;94,787;
SC;4217105;São Martinho;;321,276;93,537;
SC;4217154;São Miguel da Boa Vista;;161,365;86,99;
SC;4217204;São Miguel do Oeste;;303,367;92,809;
SC;4217253;São Pedro de Alcântara;;211,181;90,401;
SC;4217303;Saudades;;235,835;94,788;
SC;4217402;Schroeder;;363,806;96,411;
SC;4217501;Seara;;307,41;92,644;
SC;4217550;Serra Alta;;227,307;90,099;
SC;4217600;Siderópolis;;320,976;94,476;
SC;4217709;Sombrio;;269,167;92,017;
SC;4217758;Sul Brasil;;166,915;87,347;
SC;4217808;Taió;;289,785;94,047;
SC;4217907;Tangará;;281,294;92,947;
SC;4217956;Tigrinhos;;141,942;86,115;
SC;4218004;Tijucas;;391,484;91,973;
SC;4218103;Timbé do Sul;;270,493;88,476;
SC;4218202;Timbó;;395,402;97,403;
SC;4218251;Timbó Grande;;120,249;84,108;
SC;4218301;Três Barras;;205,838;91,261;
SC;4218350;Treviso;;266,252;94,859;
SC;4218400;Treze de Maio;;281,617;90,772;
SC;4218509;Treze Tílias;;303,595;93,197;
SC;4218608;Trombudo Central;;276,109;93,424;
SC;4218707;Tubarão;;382,685;94,596;
SC;4218756;Tunápolis;;206,151;96,96;
SC;4218806;Turvo;;354,313;93,247;
SC;4218855;União do Oeste;;263,746;87,42;
SC;4218905;Urubici;;219,423;89,505;
SC;4218954;Urupema;;230,232;90,61;
SC;4219002;Urussanga;;342,749;94,88;
SC;4219101;Vargeão;;291,191;89,253;
SC;4219150;Vargem;;192,31;88,379;
SC;4219176;Vargem Bonita;;211,83;90,825;
SC;4219200;Vidal Ramos;;213,651;89,023;
SC;4219309;Videira;;331,704;94,303;
SC;4219358;Vitor Meireles;;223,529;90,251;
SC;4219408;Witmarsum;;221,715;94,536;
SC;4219507;Xanxerê;;285,974;91,761;
SC;4219606;Xavantina;;191,3;90,682;
SC;4219705;Xaxim;;310,461;90,436;
SC;4219853;Zortéa;;211,65;92,328;
SC;4299919;São Miguel;;;;
SE;2800100;Amparo de São Francisco;;82,635;69,219;
SE;2800209;Aquidabã;;89,578;63,338;
SE;2800308;Aracaju;;352,735;89,403;
SE;2800407;Arauá;;98,087;67,349;
SE;2800506;Areia Branca;;89,062;68,065;
SE;2800605;Barra dos Coqueiros;;124,349;79,18;
SE;2800670;Boquim;;95,191;72,307;
SE;2800704;Brejo Grande;;59,827;61,939;
SE;2801009;Campo do Brito;;108,923;65,806;
SE;2801108;Canhoba;;67,062;64,606;
SE;2801207;Canindé de São Francisco;;91,647;57,402;
SE;2801306;Capela;;78,277;66,555;
SE;2801405;Carira;;90,251;58,749;
SE;2801504;Carmópolis;;112,162;77,266;
SE;2801603;Cedro de São João;;105,686;76,804;
SE;2801702;Cristinápolis;;86,371;56,745;
SE;2801900;Cumbe;;76,175;71,951;
SE;2802007;Divina Pastora;;81,891;74,818;
SE;2802106;Estância;;123,675;76,897;
SE;2802205;Feira Nova;;69,377;64,817;
SE;2802304;Frei Paulo;;120,312;65,37;
SE;2802403;Gararu;;67,673;60,307;
SE;2802502;General Maynard;;93,306;73,67;
SE;2802601;Gracho Cardoso;;80,456;67,258;
SE;2802700;Ilha das Flores;;68,578;68,023;
SE;2802809;Indiaroba;;67,708;62,843;
SE;2802908;Itabaiana;;134,907;72,874;
SE;2803005;Itabaianinha;;86,823;63,735;
SE;2803104;Itabi;;84,226;62,172;
SE;2803203;Itaporanga d'Ajuda;;85,153;66,64;
SE;2803302;Japaratuba;;97,554;74,625;
SE;2803401;Japoatã;;73,395;63,069;
SE;2803500;Lagarto;;109,626;68,913;
SE;2803609;Laranjeiras;;87,628;74,849;
SE;2803708;Macambira;;87,399;69,404;
SE;2803807;Malhada dos Bois;;80,685;69,946;
SE;2803906;Malhador;;94,252;70,099;
SE;2804003;Maruim;;94,584;76,899;
SE;2804102;Moita Bonita;;90,614;70,3;
SE;2804201;Monte Alegre de Sergipe;;73,376;60,352;
SE;2804300;Muribeca;;79,292;68,888;
SE;2804409;Neópolis;;95,731;67,424;
SE;2804458;Nossa Senhora Aparecida;;73,385;57,882;
SE;2804508;Nossa Senhora da Glória;;109,97;67,769;
SE;2804607;Nossa Senhora das Dores;;95,056;67,87;
SE;2804706;Nossa Senhora de Lourdes;;75,495;64,636;
SE;2804805;Nossa Senhora do Socorro;;114,076;84,359;
SE;2804904;Pacatuba;;53,866;61,013;
SE;2805000;Pedra Mole;;97,367;64,966;
SE;2805109;Pedrinhas;;86,372;66,726;
SE;2805208;Pinhão;;88,346;61,596;
SE;2805307;Pirambu;;107,621;72,649;
SE;2805406;Poço Redondo;;46,871;54,284;
SE;2805505;Poço Verde;;83,312;66,838;
SE;2805604;Porto da Folha;;59,54;63,064;
SE;2805703;Propriá;;137,06;75,941;
SE;2805802;Riachão do Dantas;;64,378;58,626;
SE;2805901;Riachuelo;;88,345;75,758;
SE;2806008;Ribeirópolis;;114,657;70,051;
SE;2806107;Rosário do Catete;;110,958;78,512;
SE;2806206;Salgado;;86,924;67,947;
SE;2806305;Santa Luzia do Itanhy;;57,141;53,918;
SE;2806404;Santana do São Francisco;;70,084;65,631;
SE;2806503;Santa Rosa de Lima;;74,692;65,608;
SE;2806602;Santo Amaro das Brotas;;88,364;73,98;
SE;2806701;São Cristóvão;;128,064;80,9;
SE;2806800;São Domingos;;81,2;64,619;
SE;2806909;São Francisco;;95,781;66,667;
SE;2807006;São Miguel do Aleixo;;70,397;62,655;
SE;2807105;Simão Dias;;86,508;67,012;
SE;2807204;Siriri;;87,922;70,78;
SE;2807303;Telha;;83,919;68,088;
SE;2807402;Tobias Barreto;;100,977;65,292;
SE;2807501;Tomar do Geru;;59,003;61,565;
SE;2807600;Umbaúba;;89,326;66,051;
SP;3500105;Adamantina;;354,976;90,518;
SP;3500204;Adolfo;;238,019;86,857;
SP;3500303;Aguaí;;308,123;89,926;
SP;3500402;Águas da Prata;;337,636;91,41;
SP;3500501;Águas de Lindóia;;402,516;91,332;
SP;3500550;Águas de Santa Bárbara;;301,92;91,903;
SP;3500600;Águas de São Pedro;;954,649;97,065;
SP;3500709;Agudos;;266,321;91,386;
SP;3500758;Alambari;;210,688;88,872;
SP;3500808;Alfredo Marcondes;;237,322;88,803;
SP;3500907;Altair;;225,664;85,279;
SP;3501004;Altinópolis;;385,174;91,018;
SP;3501103;Alto Alegre;;219,662;86,691;
SP;3501152;Alumínio;;298,524;92,886;
SP;3501202;Álvares Florence;;250,617;85,803;
SP;3501301;Álvares Machado;;257,505;88,598;
SP;3501400;Álvaro de Carvalho;;176,873;84,915;
SP;3501509;Alvinlândia;;189,994;84,857;
SP;3501608;Americana;;473,231;95,615;
SP;3501707;Américo Brasiliense;;242,086;89,824;
SP;3501806;Américo de Campos;;252,692;87,296;
SP;3501905;Amparo;;445,344;92,911;
SP;3502002;Analândia;;293,033;92,025;
SP;3502101;Andradina;;358,051;90,554;
SP;3502200;Angatuba;;250,712;90,382;
SP;3502309;Anhembi;;237,16;89,533;
SP;3502408;Anhumas;;183,38;84,992;
SP;3502507;Aparecida;;318,861;94,458;
SP;3502606;Aparecida d'Oeste;;229,331;81,929;
SP;3502705;Apiaí;;171,293;88,812;
SP;3502754;Araçariguama;;271,197;89,991;
SP;3502804;Araçatuba;;503,165;93,695;
SP;3502903;Araçoiaba da Serra;;308,36;92,144;
SP;3503000;Aramina;;258,058;89,521;
SP;3503109;Arandu;;193,821;87,121;
SP;3503158;Arapeí;;168,317;85,53;
SP;3503208;Araraquara;;441,875;94,799;
SP;3503307;Araras;;377,924;92,995;
SP;3503356;Arco-Íris;;156,668;82,077;
SP;3503406;Arealva;;274,178;90,448;
SP;3503505;Areias;;194,029;84,974;
SP;3503604;Areiópolis;;203,498;85,595;
SP;3503703;Ariranha;;226,782;88,586;
SP;3503802;Artur Nogueira;;315,939;90,906;
SP;3503901;Arujá;;337,553;92,132;
SP;3503950;Aspásia;;192,744;82,254;
SP;3504008;Assis;;400,967;93,482;
SP;3504107;Atibaia;;446,241;92,001;
SP;3504206;Auriflama;;317,608;88,97;
SP;3504305;Avaí;;214,405;87,8;
SP;3504404;Avanhandava;;218,502;87,984;
SP;3504503;Avaré;;372,654;92,941;
SP;3504602;Bady Bassitt;;313,215;93,663;
SP;3504701;Balbinos;;210,959;89,074;
SP;3504800;Bálsamo;;380,691;89,117;
SP;3504909;Bananal;;262,419;89,039;
SP;3505005;Barão de Antonina;;174,023;85,174;
SP;3505104;Barbosa;;203,26;88,004;
SP;3505203;Bariri;;336,969;89,988;
SP;3505302;Barra Bonita;;371,235;91,87;
SP;3505351;Barra do Chapéu;;108,427;81,716;
SP;3505401;Barra do Turvo;;113,895;78,233;
SP;3505500;Barretos;;397,622;93,597;
SP;3505609;Barrinha;;216,391;87,756;
SP;3505708;Barueri;;494,285;93,357;
SP;3505807;Bastos;;247,317;90,198;
SP;3505906;Batatais;;364,21;92,544;
SP;3506003;Bauru;;500,27;94,756;
SP;3506102;Bebedouro;;340,753;92,368;
SP;3506201;Bento de Abreu;;233,952;89,96;
SP;3506300;Bernardino de Campos;;276,342;89,531;
SP;3506359;Bertioga;;336,972;91,741;
SP;3506409;Bilac;;307,003;88,413;
SP;3506508;Birigui;;372,687;92,808;
SP;3506607;Biritiba-Mirim;;240,106;86,712;
SP;3506706;Boa Esperança do Sul;;239,987;85,654;
SP;3506805;Bocaina;;311,899;88,332;
SP;3506904;Bofete;;269,276;87,705;
SP;3507001;Boituva;;330,005;91,939;
SP;3507100;Bom Jesus dos Perdões;;289,883;89,545;
SP;3507159;Bom Sucesso de Itararé;;144,25;85,821;
SP;3507209;Borá;;236,982;88,908;
SP;3507308;Boracéia;;252,575;88,385;
SP;3507407;Borborema;;265,466;87,963;
SP;3507456;Borebi;;207,875;84,575;
SP;3507506;Botucatu;;426,177;94,392;
SP;3507605;Bragança Paulista;;397,93;92,205;
SP;3507704;Braúna;;254,365;88,092;
SP;3507753;Brejo Alegre;;199,004;84,007;
SP;3507803;Brodowski;;315,896;92,399;
SP;3507902;Brotas;;342,67;90,691;
SP;3508009;Buri;;175,808;86,962;
